TotalPop, BlackDemog, OnlyWhiteDemog, HispanicDemog, NativeDemog, AsianDemog, BlackShooting, WhiteShooting, HispanicShooting, NativeShooting, AsianShooting
736732, 3.90, 61.95, 6.81, 14.79, 6.06, 7.32, 65.85, 0.00, 21.95, 4.88
