County,PercentageArmedShootings,PercentageArmedUnknownShootings,PercentageBodyCamOff,PercentageArmedGun,HispanicDemog,HispanicShooting,BlackShooting,BlackDemog,WhiteShooting,WhiteDemog
District of Columbia County,87.50,12.50,75.00,50.00,0.00,10.40,87.50,49.00,12.50,35.80
