TotalPop, BlackDemog, OnlyWhiteDemog, HispanicDemog, NativeDemog, AsianDemog, numShootings, BlackShooting, WhiteShooting, HispanicShooting, NativeShooting, AsianShooting
658893, 49.00, 35.80, 10.40, 0.60, 4.00, 16, 87.50, 12.50, 0.00, 0.00, 0.00
