TotalPop, BlackDemog, OnlyWhiteDemog, HispanicDemog, NativeDemog, AsianDemog, BlackShooting, WhiteShooting, HispanicShooting, NativeShooting, AsianShooting
1419561, 2.43, 22.97, 10.12, 0.46, 37.48, 3.12, 9.38, 3.12, 0.00, 37.50
