TotalPop, BlackDemog, OnlyWhiteDemog, HispanicDemog, NativeDemog, AsianDemog, BlackShooting, WhiteShooting, HispanicShooting, NativeShooting, AsianShooting
6731484, 4.70, 56.21, 30.56, 5.34, 3.29, 8.80, 46.80, 39.20, 5.20, 0.00
