TotalPop, BlackDemog, OnlyWhiteDemog, HispanicDemog, NativeDemog, AsianDemog, numShootings, BlackShooting, WhiteShooting, HispanicShooting, NativeShooting, AsianShooting
26956958, 12.48, 43.52, 38.62, 1.01, 4.54, 551, 23.31, 40.70, 33.95, 0.20, 1.23
