County,NumBelowPoverty,NumShootingsOnBlack,NumShootingsOnHispanic,NumShootingsOnWhite,NumShootingsOnNative,NumShootingsOnAsian
Lewis County,11570,0,1,0,0,0
Lexington County,36681,1,0,0,8,0
Lexington County,1842,0,0,0,0,0
Limestone County,13346,0,0,0,1,0
Lincoln Parish County,14476,0,0,0,1,0
Lincoln County,3998,0,0,0,2,0
Lincoln County,8172,0,0,0,2,0
Lincoln County,12453,0,0,0,2,0
Lincoln County,2897,0,1,0,3,0
Lincoln County,5504,0,0,0,1,0
Lincoln County,3163,0,0,0,1,0
Linn County,21122,2,0,0,1,0
Litchfield County,11840,0,1,0,1,0
Livingston Parish County,18055,0,0,0,3,0
Livingston County,2679,0,0,0,2,0
Livingston County,8655,0,0,0,1,0
Llano County,2751,0,0,0,2,0
Logan County,3964,0,1,0,0,0
Logan County,4105,1,0,0,0,0
Logan County,5696,0,0,0,2,0
Logan County,5931,0,0,0,3,0
Long County,3286,1,0,0,0,0
Lonoke County,9446,0,0,0,5,0
Lorain County,44416,1,0,0,0,0
Los Angeles County,1800773,56,123,0,39,12
Loudon County,8174,0,0,0,3,1
Loudoun County,13070,0,0,0,1,0
Lowndes County,27586,1,1,0,2,0
Lowndes County,15171,2,0,0,2,0
Lubbock County,59971,1,2,0,0,0
Lucas County,90539,4,1,0,4,0
Lumpkin County,5643,0,0,0,1,0
Luna County,7328,0,5,0,0,0
Luzerne County,49737,0,0,0,2,0
Lycoming County,16544,0,0,0,1,0
Lynchburg County,19525,0,0,0,1,0
Lynn County,1166,0,1,0,0,0
Lyon County,7768,0,0,0,1,0
Mackinac County,1689,0,0,0,1,0
Macomb County,107514,2,0,0,1,1
Macon County,5303,0,0,0,1,0
Macon County,7215,0,0,0,2,0
Macoupin County,5760,0,0,0,1,0
Madera County,35237,0,2,0,2,0
Madison County,44838,4,1,0,7,0
Madison County,13618,0,0,0,2,0
Madison County,37318,0,1,0,1,0
Madison County,22502,0,0,0,1,0
Madison County,18691,0,0,0,2,0
Madison County,12914,0,0,0,1,0
Madison County,19636,0,0,0,0,0
Magoffin County,3693,0,0,0,1,0
Mahoning County,41044,0,0,0,1,0
Malheur County,8318,0,1,0,1,0
Manatee County,53114,3,0,0,2,0
Manistee County,4127,0,0,0,1,0
Manitowoc County,7776,0,0,0,2,0
Marathon County,14800,0,0,0,3,1
Marengo County,4826,0,0,0,1,0
Maricopa County,682561,19,64,5,66,0
Marin County,20078,0,1,0,1,0
Marinette County,5451,0,0,0,3,0
Marion County,6327,0,0,0,0,0
Marion County,3093,0,0,0,2,0
Marion County,61389,0,1,0,4,0
Marion County,190586,14,0,0,6,0
Marion County,1465,0,0,0,1,0
Marion County,60656,0,2,0,6,0
Marion County,5170,0,0,0,1,0
Marion County,9032,0,0,0,2,0
Marshall County,18454,0,0,0,2,0
Marshall County,5066,0,0,0,1,0
Martin County,19941,1,0,0,1,0
Martin County,4400,0,0,0,1,0
Martin County,2164,0,0,0,1,0
Martinsville County,3729,1,0,0,0,0
Mason County,10503,0,0,0,2,1
Massac County,2430,0,0,0,2,0
Matagorda County,7706,1,0,0,0,0
Matanuska-Susitna Borough County,9690,2,0,1,7,0
Maui County,17280,0,0,0,0,0
Maury County,13169,0,0,0,2,0
Mayes County,8041,0,0,0,1,0
McClain County,4328,0,0,0,1,0
McCracken County,10581,0,0,0,2,0
McCurtain County,8626,1,1,0,0,0
McDowell County,9847,0,0,0,1,0
McDowell County,7423,0,0,0,0,1
McHenry County,23661,0,0,0,1,0
McIntosh County,2118,0,0,0,1,0
McIntosh County,4158,1,0,0,0,0
McKinley County,25934,0,0,1,0,0
McLennan County,53557,2,0,0,3,0
McLeod County,3050,0,0,0,1,0
McMinn County,9631,0,0,0,1,0
McNairy County,5936,1,0,0,0,0
McPherson County,2398,0,0,0,1,0
Mecklenburg County,155931,10,2,0,6,1
Mecklenburg County,6114,0,0,0,1,0
Medina County,13026,0,0,0,2,0
Mendocino County,17574,0,0,0,1,0
Merced County,67654,0,6,0,1,0
Mercer County,41612,2,0,0,2,0
Mercer County,3838,0,0,0,1,0
Mercer County,15509,0,0,0,1,0
Mercer County,13716,1,0,0,3,0
Meriwether County,4473,0,0,0,1,0
Mesa County,21793,0,1,0,7,0
Metcalfe County,1998,0,0,0,1,0
Miami-Dade County,529912,21,13,0,7,0
Middlesex County,10556,0,0,0,1,0
Middlesex County,127196,0,2,0,5,0
Middlesex County,71085,1,0,0,2,0
Midland County,11179,0,0,0,1,0
Midland County,16206,0,1,1,3,0
Mifflin County,7122,0,0,0,1,0
Mille Lacs County,3598,0,0,1,0,0
Milwaukee County,206584,13,2,0,6,0
Mineral County,783,0,0,0,1,0
Mineral County,4357,0,0,0,1,0
Minnehaha County,19934,0,0,0,1,0
Mississippi County,11015,2,0,0,2,0
Missoula County,18593,0,0,0,4,0
Mitchell County,2802,0,0,0,1,0
Mobile County,82194,3,0,0,8,0
Moffat County,1487,0,0,0,1,0
Mohave County,39452,0,2,0,9,0
Monmouth County,44050,1,0,0,3,0
Monongalia County,23176,1,0,0,4,0
Monroe County,6277,1,0,0,0,0
Monroe County,1821,0,0,0,1,0
Monroe County,35978,0,0,0,1,0
Monroe County,7777,0,0,0,2,0
Monroe County,112479,2,0,0,3,0
Monroe County,19958,0,0,0,1,0
Monroe County,6535,0,0,1,0,0
Montague County,3029,0,0,0,2,0
Montcalm County,11698,0,0,0,1,0
Monterey County,73328,0,3,0,4,0
Montezuma County,4974,0,0,1,0,0
Montgomery County,47952,2,0,0,1,0
Montgomery County,1998,0,0,0,0,0
Montgomery County,4140,0,0,0,1,0
Montgomery County,6409,0,0,0,1,0
Montgomery County,69040,5,1,0,3,0
Montgomery County,94362,9,0,0,7,0
Montgomery County,49828,2,0,0,1,0
Montgomery County,31154,1,0,0,3,0
Montgomery County,64349,1,0,0,5,0
Montgomery County,23825,0,0,0,1,0
Montrose County,6540,0,0,0,0,0
Moore County,14520,0,0,0,2,0
Moore County,3411,0,0,0,1,0
Morehouse Parish County,7091,1,0,0,0,0
Morgan County,3768,0,0,0,1,0
Morton County,2535,0,0,1,0,0
Mower County,6410,0,0,0,1,0
Muhlenberg County,6366,0,0,0,2,0
Multnomah County,138255,4,0,0,15,0
Muscogee County,39374,1,0,0,1,0
Muskingum County,15533,0,0,0,1,0
Muskogee County,16022,2,0,0,2,0
Nacogdoches County,16782,0,0,0,2,0
Napa County,14308,0,3,0,3,0
Nash County,16041,0,1,0,0,0
Nassau County,9654,1,0,0,5,0
Nassau County,81518,1,1,0,1,0
Natrona County,8081,0,0,0,5,0
Navajo County,32755,0,0,2,2,0
Nelson County,8156,0,0,0,1,0
Neshoba County,7101,0,0,0,1,0
Nevada County,11867,0,0,0,2,0
New Castle County,59147,5,0,0,2,0
New Hanover County,36554,0,0,0,3,0
New Haven County,106798,1,1,0,1,0
New London County,23810,1,0,0,2,0
New York County,289619,20,6,0,1,0
Newberry County,6499,0,0,0,1,0
Newport News County,27811,3,0,0,1,0
Newport County,6836,0,1,0,0,0
Newton County,15759,2,0,0,1,0
Newton County,8790,0,0,0,1,0
Nicholas County,4959,0,0,0,1,0
Noble County,1621,0,0,0,1,0
Nolan County,2792,0,0,0,2,0
Norfolk County,45689,0,0,0,3,0
Norfolk County,47122,4,0,0,3,0
North Slope Borough County,999,0,0,1,0,0
Northampton County,29163,0,0,0,1,0
Nueces County,65545,1,6,0,1,0
Nye County,7991,1,0,0,3,0
Oakland County,127500,3,0,0,6,0
Ocean County,60975,1,0,0,3,1
Oconee County,14362,0,0,0,1,0
Oconto County,3817,0,0,0,1,0
Okaloosa County,26333,0,1,0,3,0
Okanogan County,8547,0,0,0,1,0
Okfuskee County,3461,0,0,0,1,0
Oklahoma County,141750,18,5,2,16,1
Okmulgee County,7624,1,0,0,4,0
Oldham County,4317,1,0,0,0,0
Oneida County,37026,0,0,0,1,0
Onondaga County,69293,5,0,0,1,0
Onslow County,28514,0,0,0,1,0
Ontario County,10422,1,0,0,0,0
Orange County,390044,4,23,0,9,2
Orange County,213010,10,6,0,7,0
Orange County,3513,0,1,0,0,0
Orange County,24995,1,0,0,0,0
Orange County,46636,2,0,0,3,0
Orange County,3781,0,0,0,1,0
Orangeburg County,21351,1,0,0,0,0
Orleans Parish County,104919,8,0,0,1,0
Orleans County,5626,0,0,0,1,0
Osage County,6957,0,0,0,1,0
Osceola County,55528,1,0,0,0,0
Osceola County,5028,0,0,0,1,0
Oswego County,21039,0,0,0,1,0
Otero County,14188,0,2,0,0,0
Otsego County,9475,0,0,0,0,0
Ottawa County,30945,0,0,0,1,0
Ottawa County,7063,0,0,0,2,0
Ouachita Parish County,36267,4,0,0,0,0
Outagamie County,15835,2,1,0,1,0
Overton County,4934,0,0,0,1,0
Owen County,2936,0,0,0,1,0
Owsley County,1700,0,0,0,1,0
Owyhee County,2747,0,1,0,0,0
Oxford County,8528,0,0,0,1,0
Page County,3601,0,0,0,0,0
Palm Beach County,202668,3,3,0,7,0
Panola County,3019,1,0,0,0,0
Park County,1487,0,0,0,2,0
Park County,1953,0,0,0,1,0
Parker County,13425,1,0,0,4,0
Pasco County,67461,0,0,0,6,0
Passaic County,82944,3,1,0,1,0
Paulding County,16985,0,0,0,2,0
Payne County,20628,0,0,0,3,0
Peach County,6623,0,0,0,3,0
Pearl River County,12260,0,0,0,1,0
Pecos County,2654,0,1,0,0,0
Pemiscot County,5171,0,0,0,0,0
Pendleton County,1386,0,0,0,1,0
Pennington County,14613,0,0,1,7,0
Penobscot County,26080,0,0,0,4,0
Peoria County,32219,2,1,0,0,0
Perry County,1598,0,0,0,1,0
Perry County,6982,0,0,0,2,0
Perry County,7019,0,0,0,1,0
Pershing County,1206,0,0,0,1,0
Person County,7044,1,0,0,1,0
Pettis County,7769,0,0,0,3,0
Philadelphia County,413479,18,1,0,2,0
Phillips County,6677,2,0,0,0,0
Phillips County,868,0,0,0,0,0
Phillips County,587,0,0,0,1,0
Pickaway County,7565,0,0,0,2,0
Pickens County,5539,1,0,0,0,0
Pickens County,3570,1,0,0,1,0
Pickens County,22750,0,0,0,1,0
Pierce County,103159,5,3,2,12,0
Pike County,1992,0,0,0,0,0
Pike County,14750,0,0,0,2,0
Pike County,6640,0,0,0,3,0
Pima County,192867,2,17,0,12,0
Pinal County,62699,1,2,0,6,0
Pine County,4306,0,0,0,1,0
Pinellas County,132272,8,0,0,9,0
Pitt County,42611,4,0,0,1,0
Pittsburg County,8256,2,0,0,2,0
Placer County,32337,1,1,0,5,0
Plymouth County,38534,0,1,0,2,0
Pocahontas County,1654,0,0,0,1,0
Poinsett County,6813,0,0,0,1,0
Polk County,4672,0,0,0,1,0
Polk County,115504,2,6,0,12,0
Polk County,9625,0,0,0,1,0
Polk County,54264,2,0,0,8,0
Polk County,12856,0,1,0,0,0
Polk County,9308,0,0,0,1,0
Polk County,4691,0,0,0,1,0
Pontotoc County,4333,0,0,0,1,0
Pontotoc County,7145,0,0,0,5,0
Pope County,12198,0,0,0,5,0
Portage County,26063,1,0,0,1,0
Porter County,17376,1,0,0,1,0
Portsmouth County,17665,3,0,0,0,0
Pottawatomie County,2061,0,0,0,1,0
Pottawatomie County,13357,0,0,0,3,0
Pottawattamie County,12852,0,0,0,1,0
Potter County,28096,0,5,0,3,0
Powhatan County,1536,0,0,0,1,0
Pratt County,1143,0,1,0,0,0
Prince Edward County,4569,1,0,0,0,0
Prince George's County,85016,13,1,0,0,0
Prince William County,28104,1,1,0,1,0
Providence County,108068,2,0,0,1,0
Pueblo County,30918,1,12,1,6,0
Pulaski County,67545,7,0,0,7,0
Pulaski County,4771,0,0,0,2,0
Putnam County,19046,4,0,0,0,0
Putnam County,6415,1,0,0,1,0
Quay County,1819,0,0,0,1,0
Queens County,348237,2,0,0,2,0
Rabun County,3492,1,0,0,0,0
Racine County,25957,2,0,0,1,0
Raleigh County,13379,1,0,0,0,0
Ramsey County,90019,5,0,1,4,1
Ramsey County,1399,0,0,1,0,0
Randolph County,1858,1,0,0,0,0
Randolph County,4417,0,0,0,1,0
Randolph County,4864,0,0,0,0,0
Randolph County,25414,1,1,0,4,0
Randolph County,4679,0,0,0,1,0
Rankin County,17028,0,0,0,1,0
Rapides Parish County,26365,3,0,0,2,0
Real County,681,0,0,0,1,0
Red River Parish County,1890,1,0,0,1,0
Red River County,2004,1,0,0,0,0
Refugio County,1183,1,0,0,0,0
Reno County,7910,0,0,0,2,0
Rensselaer County,21090,2,0,0,0,0
Richland County,19145,1,0,0,2,0
Richland County,69069,1,0,0,0,0
Richmond County,50543,2,0,0,2,0
Richmond County,56320,1,0,0,0,0
Richmond County,56909,5,0,0,3,0
Riley County,17445,0,0,0,1,0
Ripley County,2679,0,0,0,1,0
Ritchie County,2112,0,0,0,1,0
Riverside County,377342,6,23,0,14,0
Roane County,7912,0,0,0,0,0
Roane County,3637,0,0,0,1,0
Roanoke County,28462,2,0,0,2,0
Robeson County,42719,1,0,0,2,0
Rock Island County,19426,3,0,0,0,0
Rock County,23050,1,0,0,0,0
Rockcastle County,4291,0,0,0,1,0
Rockdale County,12900,0,0,0,1,0
Rockingham County,16414,0,0,0,1,0
Rockingham County,16534,0,0,0,4,0
Rockingham County,8130,0,0,0,2,0
Rockland County,44046,0,0,0,1,0
Rockwall County,5181,0,1,0,0,0
Rogers County,8353,0,1,0,2,1
Rolette County,5262,0,0,1,0,0
Rowan County,6765,0,0,0,1,0
Rowan County,26062,2,0,0,0,0
Runnels County,2281,0,0,0,0,0
Rusk County,9598,0,0,0,0,0
Rusk County,2680,0,0,0,1,0
Russell County,13114,1,0,0,2,0
Rutherford County,14319,0,0,0,2,0
Rutherford County,37558,1,0,0,1,0
Rutland County,7811,0,0,0,2,0
Sabine Parish County,5251,1,0,0,0,0
Sacramento County,260837,15,6,1,11,0
Saginaw County,37442,0,0,0,2,0
Saint Charles County,22011,0,0,0,1,0
Saint Clair County,13178,1,0,0,3,0
Saint Clair County,46768,3,0,0,1,0
Saint Clair County,23852,0,0,0,1,0
Saint Francis County,7639,2,0,0,1,0
Saint Francois County,12796,0,0,0,1,0
Saint Johns County,20920,0,0,0,5,0
Saint Joseph County,47368,2,1,0,1,0
Saint Joseph County,10726,0,0,0,0,0
Saint Lawrence County,21834,0,0,0,0,1
Saint Louis County,32956,0,0,0,5,0
Saint Louis County,109204,29,0,0,10,0
Saint Lucie County,53549,6,2,0,1,0
Saint Mary's County,7948,0,0,0,2,0
Saline County,9952,0,0,0,3,0
Saline County,9701,0,0,0,3,0
Salt Lake County,138651,6,6,0,24,0
Sampson County,14603,0,0,0,3,0
San Bernardino County,395060,10,24,0,26,2
San Diego County,469934,5,18,0,14,3
San Francisco County,115083,4,6,0,5,1
San Joaquin County,130239,5,3,0,4,3
San Juan County,27728,0,2,1,2,0
San Juan County,4133,0,0,1,0,0
San Luis Obispo County,39909,0,1,0,4,0
San Mateo County,57652,0,2,0,3,0
San Miguel County,8302,0,1,0,0,0
San Patricio County,11376,0,1,0,0,0
Sanders County,2500,0,0,0,0,0
Sandoval County,19540,0,2,0,0,0
Sangamon County,28258,0,0,0,1,0
Santa Barbara County,70507,0,7,0,2,0
Santa Clara County,193250,4,13,0,7,2
Santa Cruz County,12281,0,2,0,0,0
Santa Cruz County,39683,0,0,0,2,1
Santa Fe County,25188,0,3,0,1,0
Santa Rosa County,20101,0,0,0,2,0
Sarasota County,48429,1,1,0,5,0
Schenectady County,19778,0,0,0,4,0
Scott County,22452,0,0,0,4,0
Scott County,6359,1,1,0,3,0
Scott County,7682,0,0,0,1,0
Scott County,6222,0,0,0,1,0
Scott County,4096,0,0,0,2,0
Screven County,3803,1,0,0,0,0
Scurry County,2720,0,0,0,2,0
Searcy County,2069,0,0,0,1,0
Sebastian County,26877,1,0,0,1,0
Sedgwick County,77847,0,3,0,10,0
Seminole County,50004,0,0,0,3,0
Seminole County,5821,0,0,0,1,0
Seneca County,8629,0,0,0,1,0
Sequoyah County,8851,0,0,1,3,0
Sevier County,13791,0,0,0,3,0
Shasta County,31466,0,1,1,14,2
Shawnee County,29794,1,1,1,2,0
Sheboygan County,10953,1,0,0,1,0
Shelby County,16326,0,0,0,2,0
Shelby County,5751,0,0,0,2,0
Shelby County,5565,0,0,0,1,0
Shelby County,195271,14,1,0,5,0
Shelby County,5639,0,0,0,1,0
Sheridan County,841,0,0,1,0,0
Sherman County,423,1,0,0,0,0
Sierra County,2559,0,1,0,0,0
Silver Bow County,6624,0,0,0,1,0
Simpson County,6207,0,0,0,1,0
Siskiyou County,9162,0,0,0,4,0
Smith County,3688,0,0,0,2,0
Smith County,36547,0,1,0,0,0
Snohomish County,78997,0,1,1,6,0
Socorro County,4345,0,1,0,0,0
Solano County,56047,4,4,0,2,0
Somerset County,9107,0,0,0,1,0
Somerset County,9451,0,0,0,1,0
Sonoma County,59535,0,2,0,1,0
Spalding County,13757,0,0,0,1,0
Spartanburg County,52544,3,0,0,5,0
Spokane County,74585,1,0,1,14,1
Spotsylvania County,9818,1,0,0,0,0
Stafford County,7140,0,0,0,1,0
Stanislaus County,107995,2,8,0,6,1
Stark County,2308,0,0,1,0,0
Stark County,56360,0,0,0,3,0
Starke County,3900,0,0,0,0,0
Starr County,24678,1,1,0,0,0
Stearns County,20031,0,0,0,1,0
Stevens County,1509,0,0,0,1,0
Stevens County,7202,0,0,0,1,0
Stewart County,1763,0,0,0,1,0
Stillwater County,725,0,0,0,1,0
Stokes County,7334,0,0,0,1,0
Stone County,3186,0,0,0,0,0
Stone County,5319,0,0,0,1,0
Stone County,3218,0,0,0,1,0
Strafford County,13188,0,0,0,1,0
Stutsman County,2535,0,0,0,1,0
Suffolk County,159589,6,2,0,0,0
Suffolk County,96190,2,0,0,4,0
Suffolk County,9896,0,0,0,1,0
Sullivan County,3768,0,0,0,1,0
Sullivan County,4267,0,0,0,1,0
Sullivan County,881,0,0,0,1,0
Sullivan County,28740,0,0,0,5,0
Summit County,83459,2,0,0,5,1
Sumner County,17961,1,0,0,1,0
Sumter County,13722,0,1,0,2,0
Sumter County,19318,1,0,0,1,0
Sussex County,28254,1,1,0,1,0
Sussex County,1800,1,0,0,0,0
Sutter County,16006,0,1,0,0,1
Talladega County,18623,1,0,0,2,0
Tallapoosa County,8151,0,0,0,1,0
Tangipahoa Parish County,26934,0,0,0,3,0
Taos County,8370,0,3,0,0,0
Tarrant County,295695,12,9,0,13,1
Tate County,5218,1,0,0,0,0
Tattnall County,6911,0,0,0,2,0
Taylor County,23515,1,0,0,2,0
Taylor County,3294,0,0,0,1,0
Tazewell County,12349,0,0,0,2,0
Tehama County,12424,0,3,1,3,0
Terrebonne Parish County,19379,1,2,0,3,0
Thomas County,11914,2,0,0,0,0
Thomas County,884,0,0,0,1,0
Thurston County,31105,0,0,0,2,2
Tioga County,6468,1,0,0,0,0
Tippecanoe County,39544,0,0,0,2,0
Tishomingo County,3418,0,0,0,2,0
Todd County,2567,0,0,0,1,0
Todd County,4407,0,0,2,0,0
Tolland County,9839,0,0,0,1,0
Tom Green County,18890,0,3,0,2,0
Tompkins County,21462,0,0,0,1,0
Tooele County,5359,0,0,0,0,1
Toole County,839,0,0,0,1,0
Transylvania County,4725,0,0,0,1,0
Travis County,200299,4,9,0,14,1
Trigg County,2277,0,0,0,1,0
Trinity County,2529,0,0,0,1,0
Trinity County,2290,0,0,0,1,0
Troup County,16395,0,0,0,2,0
Trumbull County,35700,1,1,0,2,0
Tulare County,120048,1,9,0,4,0
Tulsa County,100106,5,2,3,21,1
Tuolumne County,7805,0,0,0,0,0
Tuscaloosa County,38218,0,0,0,1,0
Tuscarawas County,13547,1,0,0,0,0
Ulster County,22556,0,0,0,0,0
Union Parish County,6288,0,0,0,1,0
Union County,8649,1,0,0,0,0
Union County,2015,0,0,0,1,0
Union County,920,0,0,0,1,0
Union County,20545,0,0,0,1,0
Union County,5603,0,0,0,1,0
Unknown County,5603,0,0,0,0,1
Upshur County,6376,0,0,0,1,0
Upshur County,4551,0,0,0,1,0
Utah County,78536,0,0,0,5,0
Val Verde County,10823,0,1,0,0,0
Valencia County,17893,2,2,0,0,0
Van Buren County,4128,0,0,0,1,0
Van Wert County,3558,0,0,0,1,0
Vance County,12492,0,0,0,1,0
Vanderburgh County,28939,2,0,0,6,0
Ventura County,93926,1,3,0,2,0
Vermilion Parish County,10194,1,0,0,0,0
Vermilion County,15627,1,0,0,0,0
Vernon Parish County,7038,1,0,0,0,0
Vernon County,4410,0,0,0,1,0
Victoria County,15393,0,0,0,1,0
Vigo County,21635,0,0,0,5,0
Virginia Beach County,35627,4,1,1,2,0
Volusia County,85265,2,4,0,16,0
Wabash County,4870,0,0,0,2,0
Wadena County,2325,0,0,0,2,0
Wagoner County,8479,0,0,0,2,0
Wake County,109856,5,0,0,5,0
Walker County,13683,0,0,0,1,0
Walker County,11392,0,1,0,3,0
Walker County,18145,0,0,0,0,0
Walla Walla County,10652,0,0,0,0,0
Waller County,9551,1,0,0,1,0
Walton County,12091,3,0,0,1,0
Walworth County,13873,1,0,0,1,0
Ward County,2372,1,0,0,0,0
Warren County,23008,0,0,0,2,0
Warren County,8340,0,0,0,2,0
Warren County,8593,0,0,0,1,0
Warrick County,5503,0,0,0,1,0
Wasco County,4644,0,0,0,0,0
Washington Parish County,11896,0,0,0,0,0
Washington County,3097,0,0,0,2,0
Washington County,45704,1,0,0,6,0
Washington County,2163,0,0,0,1,0
Washington County,4210,0,0,0,1,0
Washington County,14209,0,0,0,2,0
Washington County,5868,0,0,0,0,0
Washington County,18261,1,0,0,2,0
Washington County,1560,0,0,0,1,0
Washington County,9366,0,0,0,1,0
Washington County,7687,0,0,1,1,0
Washington County,64182,1,0,0,13,0
Washington County,21860,1,0,0,0,0
Washington County,23102,0,0,0,6,0
Washington County,6622,0,1,0,1,0
Washington County,5664,0,0,0,3,0
Washington County,8395,0,0,0,2,0
Washita County,1882,0,0,0,2,0
Washoe County,66452,2,11,1,4,0
Watauga County,16451,0,0,0,1,0
Watonwan County,1197,0,1,0,0,0
Waukesha County,21336,0,0,0,4,0
Waupaca County,5519,0,0,0,1,0
Waushara County,2805,0,0,0,1,0
Wayne County,6798,0,0,0,1,0
Wayne County,4978,0,0,0,1,0
Wayne County,432377,14,1,0,6,0
Wayne County,10402,0,0,0,1,0
Wayne County,14327,0,0,0,1,0
Wayne County,6271,0,0,0,0,0
Wayne County,8224,0,0,0,1,0
Waynesboro County,4252,1,0,0,0,0
Webb County,83735,0,5,0,1,0
Weber County,30781,0,6,0,6,0
Webster County,5839,0,0,0,3,0
Weld County,40817,1,6,0,4,0
West Baton Rouge Parish County,3662,1,0,0,0,0
Westchester County,92400,4,0,0,0,0
Westmoreland County,36651,1,0,0,3,0
Whatcom County,34170,0,1,0,1,0
Wheeler County,2502,0,0,0,1,0
White County,13754,0,0,0,2,0
White County,2641,1,0,0,0,0
White County,5234,0,0,0,1,0
Whiteside County,6825,1,0,0,0,0
Whitfield County,21226,0,0,0,1,0
Whitley County,9231,0,0,0,1,0
Wichita County,20647,1,1,0,0,0
Wicomico County,17262,1,0,0,1,0
Wilbarger County,2685,0,0,0,0,0
Wilkes County,15626,0,0,0,3,0
Will County,54834,1,0,0,1,0
Williams County,5109,0,0,0,1,0
Williamsburg County,10070,1,0,0,0,0
Williamson County,10453,0,0,0,2,0
Williamson County,11698,0,0,0,3,0
Williamson County,34248,0,0,0,2,0
Wilson County,18885,1,0,0,0,0
Wilson County,5336,0,0,0,1,0
Winchester County,5536,0,0,0,2,0
Winkler County,1001,0,1,0,0,0
Winn Parish County,3332,0,0,0,2,0
Winnebago County,50495,2,0,0,1,0
Winnebago County,20850,1,0,0,5,0
Wise County,8746,0,0,0,1,0
Wolfe County,2922,0,0,0,1,0
Wood County,19050,0,0,0,1,0
Wood County,6256,0,0,0,1,0
Wood County,8097,0,0,0,1,0
Wood County,13970,0,0,0,1,0
Woodbury County,16057,0,0,0,1,0
Worcester County,91109,0,1,0,4,0
Worth County,4230,1,0,0,1,0
Wright County,5030,0,0,0,1,0
Wyandotte County,38631,2,2,0,2,0
Wythe County,4193,1,0,0,0,0
Yadkin County,6992,0,0,0,1,0
Yakima County,55977,0,3,0,0,0
Yalobusha County,2725,0,0,0,2,0
Yamhill County,14857,1,0,0,1,0
Yancey County,3540,0,0,0,1,0
Yavapai County,34577,0,0,0,7,0
Yellowstone County,19143,0,0,3,9,0
Yolo County,39650,1,0,0,1,0
York County,19067,0,1,0,1,0
York County,1239,0,0,0,1,0
York County,44516,2,0,0,2,0
York County,32876,0,0,0,1,0
York County,3781,1,0,0,0,0
Yuba County,15977,2,0,0,2,0
Yuma County,41056,0,2,0,1,0
